"snap_time","shipment_id","route_type","region_route","latest_awb_station_name","latest_soc_station","latest_status_name","latest_status_timestamp","latest_operator_name","latest_operator_type","latest_station_inbound_operator_name","latest_station_inbound_operator_type","action_flag","day_in_soc","is_passed_sorting_center","intentional_backlog_type","backlog_reason","destination_type","order_type","station_before_arrive_at_soc","is_high_value"
"2026-09-03T13:00","TH2650268271131","FWD","CENTRAL","AAYUT - พระนครศรีอยุธยา","SOCN","SOC_Packed","2026-09-03T03:50:05.799","CBS001TH2621/273/-","cbs","CBS001TH2621/CBS-A-IND03/OPS52934","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH066652076409","FWD","SOUTH","ATSNG-A - ทุ่งสง","SOCN","SOC_Packed","2026-09-02T21:32:26.867","CBS001TH2621/459/-","cbs","CBS001TH2621/CBS-A-IND08/ops46329","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","NS","AKLNG-A - คลองหลวง","false"
"2026-09-03T13:00","TH269930462543K","FWD","NORTH","ASTNG - สันป่าตอง","SOCN","SOC_Packed","2026-09-03T03:26:26.069","thspxobd59n@shopeemobile-external.com","manual","CBS002TH2621/CBS-B-IND28/OPS53631","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","SPX Express - Partner สาขาซอยบางกระดี่ 43  (Soi Bang Kradi 43)","false"
"2026-09-03T13:00","TH266266407074P","FWD","CENTRAL","SOCN","SOCN","SOC_Staging","2026-09-03T00:41:41.383","OBS001TH2621/021/-","manual","mCBS001TH2621/Console7/Ops56901","mcbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","4PL","MP","AKRET-A - ปากเกร็ด","false"
"2026-09-03T13:00","TH267783377056T","FWD","NORTHEAST","HBCLK-LP - เบญจลักษ์","SOCN","SOC_Staging","2026-09-03T07:22:36.126","thspxrw07n@shopeemobile-external.com","manual","spx@shopee.com","manual","_02_pending_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","Sorting center","false"
"2026-09-03T13:00","TH260723763661N","FWD","WEST","ASNNG-B - สองพี่น้อง","SOCN","SOC_Staging","2026-09-03T06:45:36.708","thspxrw07n@shopeemobile-external.com","manual","thspxrw12n@shopeemobile-external.com","manual","_02_pending_packed","< 1 day","true","Intentaional Backlog","","UPC","MP","Sorting center","false"
"2026-09-03T13:00","TH266126627417C","FWD","NORTHEAST","AUDON-A - เมืองอุดรธานี","SOCN","SOC_Staging","2026-09-03T10:23:00.651","OBS001TH2621/058/-","manual","CBS004TH2621/CBS-D-IND08/ops57879","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ASMPK-A - เมืองสมุทรปราการ","false"
"2026-09-03T13:00","TH2680662534593","FWD","NORTH","AKLEW-AG - เก้าเลี้ยว","SOCN","SOC_Staging","2026-09-03T10:26:02.986","OBS001TH2621/128/-","manual","[Ops4545]mCBS03 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","AKLNG-A - คลองหลวง","false"
"2026-09-03T13:00","TH265815696870T","FWD","NORTH","AKLEW-AG - เก้าเลี้ยว","SOCN","SOC_Staging","2026-09-03T10:26:02.986","OBS001TH2621/128/-","manual","[Ops5857]mCBS06 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FBPLI-G - บางพลี","false"
"2026-09-03T13:00","TH2664780178266","FWD","NORTHEAST","AUDON-A - เมืองอุดรธานี","SOCN","SOC_Staging","2026-09-03T06:39:34.009","thspxrw07n@shopeemobile-external.com","manual","thspxrw12n@shopeemobile-external.com","manual","_02_pending_packed","< 1 day","true","Backlog","","UPC","MP","Sorting center","false"
"2026-09-03T13:00","TH267497721322M","FWD","CENTRAL","ASWHA-AG - แสวงหา","SOCN","SOC_Staging","2026-09-03T07:35:10.084","OBS001TH2621/082/-","manual","CBS001TH2621/CBS-A-IND23/Ops42871","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH267485517077E","FWD","CENTRAL","ASWHA-AG - แสวงหา","SOCN","SOC_Staging","2026-09-03T10:32:22.194","OBS001TH2621/082/-","manual","mCBS001TH2621/Console9/Ops15265","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","SPXTH065372597318","FWD","CENTRAL","ASWHA-AG - แสวงหา","SOCN","SOC_Staging","2026-09-03T10:32:22.194","OBS001TH2621/082/-","manual","mCBS001TH2621/Console15/Ops23921","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","CB","","false"
"2026-09-03T13:00","TH263696049328M","FWD","CENTRAL","ASWHA-AG - แสวงหา","SOCN","SOC_Staging","2026-09-03T10:32:22.194","OBS001TH2621/082/-","manual","mCBS001TH2621/Console7/Ops20137","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FBPLI-G - บางพลี","false"
"2026-09-03T13:00","TH263331162757U","FWD","NORTH","AMRIM-B - แม่ริม","SOCN","SOC_Staging","2026-09-03T01:55:28.932","thspxobd59n@shopeemobile-external.com","manual","CBS001TH2621/CBS-A-IND11/ops46309","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","APAPD-A - พระประแดง","false"
"2026-09-03T13:00","TH264748687840I","FWD","NORTH","ACMAI-C - เมืองเชียงใหม่","SOCN","SOC_Staging","2026-09-03T04:29:04.824","OBS001TH2621/222/-","manual","CBS002TH2621/CBS-B-IND31/ops41175","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ANKAM-A - หนองแขม","false"
"2026-09-03T13:00","TH265607582498G","FWD","NORTH","ACMAI-C - เมืองเชียงใหม่","SOCN","SOC_Staging","2026-09-03T04:29:04.824","OBS001TH2621/222/-","manual","CBS002TH2621/CBS-B-IND24/Ops58316","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABPLI-D - บางพลี","false"
"2026-09-03T13:00","TH2628972313227","FWD","NORTH","ADLNG-AG - ดอยหลวง","SOCN","SOC_Staging","2026-09-03T01:56:32.499","thspxobd59n@shopeemobile-external.com","manual","CBS004TH2621/CBS-D-IND22/OPS46568","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH261222715286V","FWD","NORTH","ADLNG-AG - ดอยหลวง","SOCN","SOC_Staging","2026-09-03T03:01:20.308","OBS001TH2621/227/-","manual","CBS005TH2621/CBS-E-IND21/CBS-E-22","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH268648821024M","FWD","NORTH","ALPNG-A - เมืองลำปาง","SOCN","SOC_Staging","2026-09-03T08:02:09.084","OBS001TH2621/232/-","manual","CBS005TH2621/CBS-E-IND18/NCCBS-E-18","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH262659253770E","FWD","NORTH","ALPNG-A - เมืองลำปาง","SOCN","SOC_Staging","2026-09-03T01:55:03.678","OBS001TH2621/232/-","manual","CBS003TH2621/CBS-C-IND18/CBS-C-18","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABPLI-D - บางพลี","false"
"2026-09-03T13:00","TH263010857484S","FWD","NORTH","ALPNG-A - เมืองลำปาง","SOCN","SOC_Staging","2026-09-03T08:02:09.084","OBS001TH2621/232/-","manual","CBS005TH2621/CBS-E-IND02/NCCBS-E-2","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","FBPLI-G - บางพลี","false"
"2026-09-03T13:00","TH2667334862834","FWD","NORTH","AMRIM-A - แม่ริม","SOCN","SOC_Staging","2026-09-02T23:20:09.210","OBS001TH2621/227/-","manual","CBS004TH2621/CBS-D-IND20/Ops59366","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","APRAO-C - ลาดพร้าว","false"
"2026-09-03T13:00","TH266260729454H","FWD","NORTH","AMRIM-A - แม่ริม","SOCN","SOC_Staging","2026-09-02T23:20:09.210","OBS001TH2621/227/-","manual","CBS004TH2621/CBS-D-IND22/OPS46568","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AKLNG-B - คลองหลวง","false"
"2026-09-03T13:00","TH2670477973537","FWD","SOUTH","4PL-HPLEN","SOCN","SOC_Staging","2026-09-03T12:43:24.227","thspxrw01n@shopeemobile-external.com","manual","mCBS001TH2621/Console9/Ops15265","mcbs","_02_pending_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","SORC-B","false"
"2026-09-03T13:00","TH262764279960B","FWD","NORTHEAST","HTPAR-LP - เทพารักษ์","SOCN","SOC_Staging","2026-09-03T11:11:03.627","OBS001TH2621/128/-","manual","mCBS001TH2621/Console2/Ops38609","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH268039767322H","FWD","NORTHEAST","HTPAR-LP - เทพารักษ์","SOCN","SOC_Staging","2026-09-03T11:11:03.627","OBS001TH2621/128/-","manual","mCBS001TH2621/Console9/Ops15265","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","NERC-B","false"
"2026-09-03T13:00","TH2628402036126","FWD","NORTHEAST","HTPAR-LP - เทพารักษ์","SOCN","SOC_Staging","2026-09-03T09:22:37.449","OBS001TH2621/128/-","manual","CBS005TH2621/CBS-E-IND29/CBS-E-30","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKUM-A - บึงกุ่ม","false"
"2026-09-03T13:00","TH2672861728734","FWD","SOUTH","ATANG-B - เมืองตรัง","SOCN","SOC_Staging","2026-09-03T09:44:39.432","OBS001TH2621/147/-","manual","CBS001TH2621/CBS-A-IND21/Ops58747","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","FBPLI-G - บางพลี","false"
"2026-09-03T13:00","TH269368891746H","FWD","SOUTH","ATANG-B - เมืองตรัง","SOCN","SOC_Staging","2026-09-03T09:36:38.232","thspxrw01n@shopeemobile-external.com","manual","CBS002TH2621/CBS-B-IND11/ops46309","cbs","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","ABPLI-B - บางพลี","false"
"2026-09-03T13:00","TH2699474498370","FWD","CENTRAL","AKKOI-A - แก่งคอย","SOCN","SOC_Staging","2026-09-02T23:14:15.766","OBS001TH2621/116/-","manual","CBS002TH2621/CBS-B-IND05/ops23520","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","AKLNG-B - คลองหลวง","false"
"2026-09-03T13:00","TH266350958075A","FWD","WEST","ASPNG - สวนผึ้ง","SOCN","SOC_Staging","2026-09-03T11:09:08.023","OBS001TH2621/054/-","manual","[Ops4544]mCBS02 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","APTUM-A - เมืองปทุมธานี","false"
"2026-09-03T13:00","TH2696319434788","FWD","WEST","ASPNG - สวนผึ้ง","SOCN","SOC_Staging","2026-09-03T11:09:08.023","OBS001TH2621/054/-","manual","mCBS001TH2621/Console8/Ops11940","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","NERC-C","false"
"2026-09-03T13:00","TH266796737239I","FWD","NORTH","ALPNG-A - เมืองลำปาง","SOCN","SOC_Staging","2026-09-03T08:02:09.084","OBS001TH2621/232/-","manual","CBS005TH2621/CBS-E-IND13/NCCBS-E-13","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH262189491814B","FWD","NORTH","ABNRG-LP - บึงนาราง","SOCN","SOC_Staging","2026-09-03T00:43:12.691","OBS001TH2621/011/-","manual","CBS005TH2621/CBS-E-IND32/CBS-E-31","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","SPX Express - Partner Shop สาขาโครงการอนินทาวน์","false"
"2026-09-03T13:00","TH268235107170Z","FWD","NORTHEAST","APAKC-A - ปากช่อง","SOCN","SOC_Staging","2026-09-03T10:36:27.594","OBS001TH2621/037/-","manual","mCBS001TH2621/Console2/Ops38609","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","WH","WH-SOCN-WN1","false"
"2026-09-03T13:00","TH267220497504D","FWD","NORTHEAST","APAKC-A - ปากช่อง","SOCN","SOC_Staging","2026-09-03T10:36:27.594","OBS001TH2621/037/-","manual","mCBS001TH2621/Console1/Ops15033","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ASMPK-A - เมืองสมุทรปราการ","false"
"2026-09-03T13:00","TH260291528348A","FWD","CENTRAL","ASWAR-AG - สว่างอารมณ์","SOCN","SOC_Staging","2026-09-03T08:11:36.324","OBS001TH2621/175/-","manual","CBS001TH2621/CBS-A-IND29/Ops59861","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABGBO-A - บางบ่อ","false"
"2026-09-03T13:00","TH267870559085E","FWD","CENTRAL","ASWAR-AG - สว่างอารมณ์","SOCN","SOC_Staging","2026-09-03T04:20:23.937","OBS001TH2621/175/-","manual","CBS003TH2621/CBS-C-IND20/Jiang","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","AKSWA-C - คลองสามวา","false"
"2026-09-03T13:00","TH269857950059A","FWD","CENTRAL","ASWAR-AG - สว่างอารมณ์","SOCN","SOC_Staging","2026-09-03T06:38:35.992","OBS001TH2621/175/-","manual","CBS001TH2621/CBS-A-IND21/Ops58747","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ADONM-A - ดอนเมือง","false"
"2026-09-03T13:00","TH2691282232497","FWD","CENTRAL","ASWAR-AG - สว่างอารมณ์","SOCN","SOC_Staging","2026-09-03T10:47:40.652","OBS001TH2621/175/-","manual","CBS002TH2621/CBS-B-IND19/Ops52667","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","AKLNG-A - คลองหลวง","false"
"2026-09-03T13:00","TH2685710127436","FWD","CENTRAL","ASWAR-AG - สว่างอารมณ์","SOCN","SOC_Staging","2026-09-03T04:20:23.937","OBS001TH2621/175/-","manual","CBS003TH2621/CBS-C-IND06/CBS-C-6","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH260596298823G","FWD","CENTRAL","ASWAR-AG - สว่างอารมณ์","SOCN","SOC_Staging","2026-09-03T08:17:04.678","OBS001TH2621/175/-","manual","CBS004TH2621/CBS-D-IND04/Ops57810","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH269933899687D","FWD","NORTHEAST","HBUKL-AG - บึงโขงหลง","SOCN","SOC_Packed","2026-09-02T23:22:48.050","CBS005TH2621/163/-","cbs","CBS005TH2621/CBS-E-IND11/NCCBS-E-11","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ALUKA-C - ลำลูกกา","false"
"2026-09-03T13:00","TH264148504752I","FWD","NORTH","APAAN - พาน","SOCN","SOC_Packed","2026-09-03T03:27:23.714","thspxobd59n@shopeemobile-external.com","manual","CBS003TH2621/CBS-C-IND18/CBS-C-18","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","WH","WH-SOCW-SC1","false"
"2026-09-03T13:00","TH2652952215079","FWD","SOUTH","AKATU - กะทู้","SOCN","SOC_Packed","2026-09-03T01:28:31.320","CBS002TH2621/432/-","cbs","CBS002TH2621/CBS-B-IND20/Ops50282","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","APASI-C - ภาษีเจริญ","false"
"2026-09-03T13:00","TH2693855289691","FWD","SOUTH","AKATU - กะทู้","SOCN","SOC_Packed","2026-09-03T01:28:31.320","CBS002TH2621/432/-","cbs","CBS002TH2621/CBS-B-IND06/ops20409","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","[Live testing] Product Hub","false"
"2026-09-03T13:00","TH262519204131D","FWD","SOUTH","CC-SORC-B","SOCN","SOC_Packed","2026-09-02T20:55:58.634","CBS003TH2621/224/-","cbs","CBS003TH2621/CBS-C-IND15/CBS-C-15","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH2618179694295","FWD","SOUTH","CC-SORC-B","SOCN","SOC_Packed","2026-09-03T04:19:27.388","CBS003TH2621/224/-","cbs","CBS003TH2621/CBS-C-IND17/Jiang","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AJJAK-E - จตุจักร","false"
"2026-09-03T13:00","TH260011767000T","FWD","SOUTH","CC-SORC-B","SOCN","SOC_Packed","2026-09-03T04:19:27.388","CBS003TH2621/224/-","cbs","CBS003TH2621/CBS-C-IND13/Jiang","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ALUKA-B - ลำลูกกา","false"
"2026-09-03T13:00","TH264825471626G","FWD","SOUTH","ALNGU - ละงู","SOCN","SOC_Packed","2026-09-03T07:22:21.064","CBS005TH2621/003/-","cbs","CBS005TH2621/CBS-E-IND12/NCCBS-E-12","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","FBPLI-G - บางพลี","false"
"2026-09-03T13:00","TH2633264877846","FWD","SOUTH","ALNGU - ละงู","SOCN","SOC_Packed","2026-09-03T07:22:21.064","CBS005TH2621/003/-","cbs","CBS005TH2621/CBS-E-IND31/CBS-E-32","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABUNG-A - บ้านบึง","false"
"2026-09-03T13:00","TH265711810847Q","FWD","CENTRAL","ASWAR-AG - สว่างอารมณ์","SOCN","SOC_Staging","2026-09-03T08:17:04.678","OBS001TH2621/175/-","manual","CBS004TH2621/CBS-D-IND21/Ops59736","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKAE-A - บางแค","false"
"2026-09-03T13:00","TH268183125670J","FWD","SOUTH","ATPUD - ทับปุด","SOCN","SOC_Staging","2026-09-03T02:26:25.494","OBS001TH2621/159/-","manual","CBS002TH2621/CBS-B-IND15/ops21800","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ALAEM - บางคอแหลม","false"
"2026-09-03T13:00","TH267724935814R","FWD","NORTH","AMSOD-A - แม่สอด","SOCN","SOC_Staging","2026-09-02T23:10:32.961","OBS001TH2621/229/-","manual","DWS001TH2621/DWS4/-","dws","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","WH","WH-SOCE-THA","false"
"2026-09-03T13:00","TH260356536776M","FWD","NORTHEAST","APAKC-B - ปากช่อง","SOCN","SOC_Staging","2026-09-03T10:50:02.523","OBS001TH2621/041/-","manual","[Ops5858]mCBS07 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH262545542669O","FWD","CENTRAL","ABAMI - บ้านหมี่","SOCN","SOC_Staging","2026-09-03T07:48:56.561","OBS001TH2621/085/-","manual","DWS001TH2621/DWS7/-","dws","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCN","false"
"2026-09-03T13:00","TH2651583576305","FWD","NORTH","ASTNG - สันป่าตอง","SOCN","SOC_Staging","2026-09-03T02:00:05.973","thspxobd59n@shopeemobile-external.com","manual","CBS003TH2621/CBS-C-IND13/Jiang","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AKLNG-B - คลองหลวง","false"
"2026-09-03T13:00","TH265413874290G","FWD","NORTH","ATERG - เทิง","SOCN","SOC_Staging","2026-09-03T01:58:37.244","thspxobd59n@shopeemobile-external.com","manual","CBS003TH2621/CBS-C-IND21/Jiang","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","SPX Express - Partner Shop สาขาโครงการอนินทาวน์","false"
"2026-09-03T13:00","TH2697740823116","FWD","NORTH","ASTNG - สันป่าตอง","SOCN","SOC_Staging","2026-09-03T02:00:05.973","thspxobd59n@shopeemobile-external.com","manual","CBS003TH2621/CBS-C-IND19/Jiang","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ALUKA-A - ลำลูกกา","false"
"2026-09-03T13:00","TH064353517019","FWD","NORTH","ASTNG - สันป่าตอง","SOCN","SOC_Staging","2026-09-03T01:24:37.057","thspxobd59n@shopeemobile-external.com","manual","CBS001TH2621/CBS-A-IND09/ops20677","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","NS","FSOCN","false"
"2026-09-03T13:00","TH263456891339P","FWD","CENTRAL","ABAMI - บ้านหมี่","SOCN","SOC_Staging","2026-09-03T11:10:40.274","OBS001TH2621/086/-","manual","mCBS001TH2621/Console7/Ops20137","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ANKAM-A - หนองแขม","false"
"2026-09-03T13:00","TH269046721927X","FWD","CENTRAL","ABAMI - บ้านหมี่","SOCN","SOC_Staging","2026-09-03T10:24:18.893","OBS001TH2621/086/-","manual","CBS004TH2621/CBS-D-IND12/Ops60223","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH263209700837C","FWD","CENTRAL","ABAMI - บ้านหมี่","SOCN","SOC_Staging","2026-09-03T10:24:18.893","OBS001TH2621/086/-","manual","CBS004TH2621/CBS-D-IND25/ops49210","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH263245884460M","FWD","CENTRAL","ABAMI - บ้านหมี่","SOCN","SOC_Staging","2026-09-03T09:37:12.751","OBS001TH2621/086/-","manual","CBS005TH2621/CBS-E-IND02/NCCBS-E-2","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","SOCW","false"
"2026-09-03T13:00","TH268674300477A","FWD","NORTH","ADONG-B - หางดง","SOCN","SOC_Staging","2026-09-03T01:13:33.592","OBS001TH2621/227/-","manual","CBS001TH2621/CBS-A-IND27/opsops5293","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","WH","WH-SOCN-WN1","false"
"2026-09-03T13:00","TH267255318799K","FWD","CENTRAL","ASING - เมืองสิงห์บุรี","SOCN","SOC_Staging","2026-09-03T09:41:57.985","OBS001TH2621/047/-","manual","CBS004TH2621/CBS-D-IND12/Ops60223","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH260992204767Y","FWD","CENTRAL","ASING - เมืองสิงห์บุรี","SOCN","SOC_Staging","2026-09-03T07:44:54.636","thspxobd92n@shopeemobile-external.com","manual","WMC001TH2621/HHS29/HHS29","wmc","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","NERC-A","false"
"2026-09-03T13:00","TH261571068099Q","FWD","CENTRAL","ASING - เมืองสิงห์บุรี","SOCN","SOC_Staging","2026-09-03T11:04:04.307","OBS001TH2621/047/-","manual","mCBS001TH2621/Console10/Ops11938","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCN","false"
